Name,Country_of_Operator,Operator_Owner,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Mass_kg,Dry_Mass_kg,Power_watts,Date_of_Launch,Anticipated_Lifetime,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,Source_Used_for_Orbital_Data,longitude_radians_of_geo,Inclination_radians
Iridium 43 (Iridium SV043),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35743,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 45 (Iridium SV045),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35784,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 47 (Iridium SV047),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,780,0.00028,100.4,689,556,1400,35784,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 49 (Iridium SV049),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35784,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 5 (Iridium SV005),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35555,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 50 (Iridium SV050),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,780,0.00028,100.4,689,556,1400,35844,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 51 (Iridium SV 051),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35879,8,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 52 (Iridium SV052),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35844,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 53 (Iridium SV053),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35844,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 54 (Iridium SV054),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,NaN,556,1400,35844,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 55 (Iridium SV055),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35884,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 56 (Iridium SV056),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35844,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 57 (Iridium SV057),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35884,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 58 (Iridium SV058),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35884,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 59 (Iridium SV059),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,780,0.00028,100.4,689,556,1400,35884,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 6 (Iridium SV006),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,780,0.00028,100.4,689,556,1400,35556,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 60 (Iridium SV060),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35884,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 61 (Iridium SV061),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35879,8,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 62 (Iridium SV062),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35892,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 63 (Iridium SV063),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35892,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 64 (Iridium SV064),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35892,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 65 (Iridium SV065),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35892,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 66 (Iridium SV066),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35892,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 67 (Iridium SV067),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35892,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 68 (Iridium SV068),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35892,8,Motorola Satellite Communications Group,USA,Baikonur Cosmodrome,Proton K,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 7 (Iridium SV007),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35555,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 70 (Iridium SV070),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35932,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.506219144
Iridium 72 (Iridium SV072),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35932,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 74 (Iridium SV074),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,747,751,0.00028,99.8,689,556,1400,35932,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.509709803
Iridium 75 (Iridium SV075),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35932,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 76 (Iridium SV076),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,780,0.00028,100.4,689,556,1400,36026,8,Motorola Satellite Communications Group,USA,Taiyuan Launch Center,Long March 2C,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 77 (Iridium SV077),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,780,0.00028,100.4,689,556,1400,36046,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 8 (Iridium SV008),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,35555,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 80 (Iridium SV080),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,36046,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 81 (Iridium SV081),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,36046,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 82 (Iridium SV082),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,36046,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 83 (Iridium SV083),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,36105,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 84 (Iridium SV084),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,36105,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 86 (Iridium SV086),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,780,0.00028,100.4,689,556,1400,36105,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2 7920,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 90 (Iridium SV090),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,744,753,0.00063,99.8,689,556,1400,37298,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 91 (Iridium SV091),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,777,778,7.00E-005,100.4,689,556,1400,37298,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 94 (Iridium SV094),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,773,782,0.00063,100.4,689,556,1400,37298,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 95 (Iridium SV095),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,776,779,0.00021,100.4,689,556,1400,37298,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 96 (Iridium SV096),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,745,754,0.00063,99.8,689,556,1400,37298,8,Motorola Satellite Communications Group,USA,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,NaN,1.521927108
Iridium 97 (Iridium SV097),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,777,778,7.00E-005,100.4,689,556,1400,37427,8,Motorola Satellite Communications Group,USA,Plesetsk Cosmodrome,Rokot/BrizKM,www.satellitedebris.net 12/12,NaN,1.507964474
Iridium 98 (Iridium SV098),USA,Iridium Satellite LLC,Government/Commercial,Communications,LEO,Polar,748,750,0.00014,99.8,689,556,1400,37427,8,Motorola Satellite Communications Group,USA,Plesetsk Cosmodrome,Rokot/BrizKM,www.satellitedebris.net 12/12,NaN,1.507964474
IRIS (Interface Region Imaging Spectrometer),USA,National Aeronautics and Space Administration (NASA),Government,Space Science,LEO,Sun-Synchronous,620,664,0.00314,97.5,236,NaN,NaN,41453,2,Lockheed Martin Space Systems Advanced Technology Center (ATC),USA,Vandenberg AFB,L1011,ZARYA,NaN,1.708677338
IRNSS-1A (Indian Regional Navigation Satellite System),India,Indian Space Research Organization (ISRO),Government,Navigation,GEO,NaN,35712,35872,0.0019,1436,1425,614,1660,41456,10,ISRO Satellite Center,India,Sriharikota Launch Station,PSLV,ZARYA,0.959931089,0.472984227
IRS-P6 (Resourcesat-1),India,Indian Space Research Organization (ISRO),Government,Remote Sensing,LEO,Sun-Synchronous,817,823,0.00042,101.3,1360,NaN,1200,37911,5,ISRO Satellite Center,India,Sriharikota Launch Station,PSLV C5,www.satellitedebris.net 12/12,NaN,1.724385301
ITU-pSAT1 (Istanbul Technical University Picosat-1),Turkey,ITU Space Systems Design & Test Laboratory,Civil,Technology Development,LEO,Sun-Synchronous,710,721,0.00078,99.1,1,NaN,NaN,40079,1,ITU Space Systems Design & Test Laboratory,Turkey,Sriharikota Launch Station,PSLV,www.satellitedebris.net 12/12,NaN,1.717403984
Jason 2,USA/France,NASA/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT,Government,Earth Science,LEO,Intermediate,1332,1344,0.00078,112.4,553,510,500,39619,5,Thales Alenia Space,France,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,NaN,1.151917306
"JCSat 10 (Japan Communications Satellite 10, JCSat 3A)",Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,NaN,35772,35801,0.00034,1436.1,4400,1858,NaN,38940,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5,JM/12_08,2.225469329,0.020769418
"JCSat 110 (N-Sat-110, Superbird-D, Superbird-5, N-Sat-110)",Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,NaN,35784,35789,6.00E-005,1436.11,3531,1669,7200,36806,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 44L,JM/12_08,1.921607506,0.000174533
JCSat 13 (Japan Communications Satellite 13),Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,NaN,35780,35791,0.00013,1436.03,4500,NaN,NaN,41044,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,ZARYA,2.164208272,0.000872665
JCSat 1B (JCSAT 5),Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,NaN,35778,35794,0.00019,1436.09,2982,1308,5200,35766,12,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 4,JM/12_08,2.234545041,0.000174533
"JCSat 2A (JCSAT 8, Japan Communications Satellite 8)",Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,NaN,35788,35794,7.00E-005,1436.1,2500,1460,3500,37344,11,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,JM/12_08,2.687807048,0.000174533
"JCSat 4A (JCSAT 6, Japan Communications Satellite 6)",Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,NaN,33782,37768,0.04729,1435.52,2900,1230,5200,36206,14.5,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2 AS,JM/12_08,2.161590279,0.00122173
"JCSat 9 (JCSat 5A, Japanese Communications Satellite 9)",Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,NaN,35776,35797,0.00025,1436.1,4400,NaN,NaN,38819,12,Lockheed Martin Commercial Space Systems,USA,Sea Launch (Odyssey),Zenit 3SL,JM/12_08,2.304532744,0.000174533
"JCSat RA (JCSat 12, Japan Communications Satellite 12)",Japan,Sky Perfect JSAT Corporation,Commercial,Communications,GEO,NaN,35780,35794,0.00017,1436.12,4000,NaN,NaN,40046,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5,JM/10_09,2.486919651,0.000698132
Jugnu,India,Indian Institute of Technology Kanpur,Civil,Earth Observation,LEO,NaN,839,866,0.00187,102,3,NaN,3,40828,1,Indian Institute of Technology Kanpur,India,Sriharikota Launch Station,PSLV,www.satellitedebris.net 12/12,NaN,0.34906585
Kalpana-1 (Metsat-1),India,Indian Space Research Organization (ISRO),Government,Meteorology,GEO,NaN,35783,35789,7.00E-005,1436.08,1060,500,550,37511,0.5,ISRO Satellite Center,India,Satish Dhawan Space Center,Polar Satellite Launch Vehicle (PSLV),JM/12_08,1.292765377,0.000698132
KazSat-2,Kazakhstan,JSC KazSat,Commercial,Communications,GEO,NaN,35786,35788,2.00E-005,1436.13,1300,NaN,NaN,40739,12,Khrunichev,Russia,Baikonur Cosmodrome,Proton M,JM/9_11,1.509709803,0.000523599
"Keyhole 3 (Advanced KH-11, KH-12-4, Advanced Keyhole, Misty-2, EIS-1, 8X Enhanced Imaging System, USA 144)",USA,National Reconnaissance Office (NRO),Military,Reconnaissance,LEO,Sun-Synchronous,800,800,0,100.87,18000,10000,NaN,36302,5,National Reconnaissance Laboratory,USA,Vandenberg AFB,Titan IV,JMSatcat1006,NaN,1.106538746
"Keyhole 4 (Advanced KH-11, Advanced Keyhole, Improved Crystal, EIS-2, 8X Enhanced Imaging System, NROL 14, USA 161)",USA,National Reconnaissance Office (NRO),Military,Reconnaissance,LEO,Sun-Synchronous,202,1041,0.06,97.13,18000,10000,NaN,37169,5,Lockheed Martin,USA,Vandenberg AFB,Titan IV,oosa,NaN,1.706932008
"Keyhole 5 (Advanced KH-11, KH-12-5, Improved Crystal, EIS-3, USA 186)",USA,National Reconnaissance Office (NRO),Military,Reconnaissance,LEO,Sun-Synchronous,264,1050,0.05593,97,18000,10000,NaN,38644,5,Lockheed Martin,USA,Vandenberg AFB,Titan IV,JMSR,NaN,1.708677338
"Keyhole 6 (NRO L49, Advanced KH-11, KH-12-6, Improved Crystal, USA 224)",USA,National Reconnaissance Office (NRO),Military,Reconnaissance,LEO,Sun-Synchronous,200,1000,0.05739,97,18000,10000,NaN,40563,5,Lockheed Martin,USA,Vandenberg AFB,Delta 4 Heavy,NaN,NaN,1.706932008
"Keyhole 7 (NRO L65, Advanced KH-11, Improved Crystal, USA 245)",USA,National Reconnaissance Office (NRO),Military,Reconnaissance,LEO,Sun-Synchronous,257,997,0.05288,97.25,18000,10000,NaN,41514,5,Lockheed Martin,USA,Vandenberg AFB,Delta 4 Heavy,ZARYA,NaN,1.706932008
"Kiku-8 (ETS-8, Engineering Test Satellite 8)",Japan,National Institute of Information and Communications Technology (NICT),Government,Technology Development,GEO,NaN,35778,35792,0.00017,1436.04,5800,NaN,NaN,39069,NaN,Mitsubishi Electric,Japan,Tanegashima Space Center,H-2A,JM/12_08,2.549227905,0.000523599
Kizuna (WINDS - Wideband InterNetworking engineering Demonstration Satellite),Japan,Japan Aerospace Exploration Agency (JAXA),Government,Technology Development,GEO,NaN,35776,35796,0.00024,1436.1,4850,2450,NaN,39501,NaN,JAXA/National Institute of Information and Communications Technology (NICT),Japan,Tanegashima Space Center,H-2A,JM/12_08,2.496693495,0.000349066
"KKS-1 (Kouku Kousen Satellite One, Kiseki)",Japan,Tokyo Metropolitan College of Industrial Technology,Civil,Technology Development,LEO,NaN,651,667,0.00114,97.92,3,NaN,NaN,39836,1,Tokyo Metropolitan College of Industrial Technology,Japan,Tanegashima Space Center,H-2A,SC - ASCR,NaN,1.710946266
"Kompsat-2 (Arirang 2, Korean planned Multipurpose Satellite-2)",South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation/Technology Development,LEO,Sun-Synchronous,676,698,0.00156,98.5,800,NaN,955,38926,3,Korea Aerospace Research Institute (KARI)/ EADS Astrium,South Korea/France/UK/Germany,Plesetsk Cosmodrome,Rokot,www.satellitedebris.net 12/12,NaN,1.713913325
"Kompsat-3 (Arirang 3, Korean Multipurpose Satellite-3)",South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation,LEO,Sun-Synchronous,679,696,0.0012,98.5,1000,NaN,1300,41046,4,Korea Aerospace Research Institute (KARI)/ EADS Astrium,South Korea/France/UK/Germany,Tanegashima Space Center,H-2A,www.satellitedebris.net 12/12,NaN,1.713913325
"Kompsat-5 (Arirang 5, Korean Multipurpose Satellite-4)",South Korea,Korea Aerospace Research Institute (KARI),Government/Commercial,Earth Observation,LEO,Sun-Synchronous,535,552,0.00123,95.5,1000,NaN,1400,41508,5,Korea Aerospace Research Institute (KARI),South Korea,Yasny Cosmodrome,Dnepr,ZARYA,NaN,1.70344135
Kondor,Russia,Ministry of Defense,Military,Reconnaissance,LEO,NaN,497,501,0.00029,94.6,1150,NaN,NaN,41452,NaN,NPO Mashinostroyeniya,Russia,Baikonur Cosmodrome,Strela,ZARYA,NaN,1.30428455
Koreasat 5 (Mugungwha 5),South Korea,KT Corporation/Korean Agency for Defense Development (ADD),Military/Commercial,Communications,GEO,NaN,35780,35792,0.00014,1436.1,4450,NaN,NaN,38951,NaN,Alcatel Alenia Space,France,Sea Launch (Odyssey),Zenit 3SL,JM/12_08,1.973618318,0.000349066
Koreasat 6 (Mugungwha 6),South Korea,KT Corporation,Commercial,Communications,GEO,NaN,35780,35794,0.00017,1436.12,2850,1150,NaN,40541,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5,SC - ASCR,2.024581932,0.000872665
Kuaizhou-1 (KZ-1),China (PR),National Academy of Sciences,Government,Remote Sensing,LEO,NaN,291,317,0.00195,90.61,NaN,NaN,NaN,41542,NaN,Harbin Institute of Technology,China (PR),Jiuquan Satellite Launch Center,Kuaizhou,SC - ASCR,NaN,1.686686189
KySat-2,USA,Kentucky Space,Civil,Technology Development,LEO,NaN,498,499,7.00E-005,94.58,2.5,NaN,NaN,41597,1,Kentucky Space Consortium,USA,Wallops Island Flight Facility,Minotaur 1,SC - ASCR,NaN,0.706858347
"Lacrosse/Onyx 3 (Lacrosse-3, USA 133)",USA,National Reconnaissance Office (NRO),Military,Surveillance,LEO,Intermediate,671,675,0.00028,98.2,14500,NaN,NaN,35727,5,Lockheed Martin Astronautics,USA,Vandenberg AFB,Titan IV,JMSatcat304,NaN,0.994837674
"Lacrosse/Onyx 4 (Lacrosse-4, USA 152)",USA,National Reconnaissance Office (NRO),Military,Surveillance,LEO,Intermediate,574,676,0.00729,97.21,14500,NaN,NaN,36755,9,Lockheed Martin Astronautics,USA,Vandenberg AFB,Titan IV,JMSatcat304,NaN,1.186823891
"Lacrosse/Onyx 5 (Lacrosse-5, NROL 16, USA 182)",USA,National Reconnaissance Office (NRO),Military,Surveillance,LEO,Intermediate,713,716,0.00021,99.08,14500,NaN,NaN,38472,9,Lockheed Martin Astronautics,USA,Cape Canaveral,Titan 4B,SC - ASCR,NaN,0.995012207
Landsat 7,USA,NASA/US Geological Survey,Government,Earth Science,LEO,Sun-Synchronous,702,703,7.00E-005,98.8,2744,2200,1500,36265,15,Lockheed Martin Missiles and Space,USA,Vandenberg AFB,Delta 2,www.satellitedebris.net 12/12,NaN,1.713913325
Landsat 8,USA,NASA/US Geological Survey,Government,Earth Science,LEO,Sun-Synchronous,700,705,0.00035,98.8,2780,1512,4300,41316,5,Orbital Sciences Corp.,USA,Vandenberg AFB,Atlas 5,SC - ASCR,NaN,1.713913325
LAPAN-Tubsat,Indonesia,Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN),Government,Earth Observation/Technology Development,LEO,Sun-Synchronous,617,637,0.00143,97.2,60,NaN,14,39092,NaN,Technical University of Berlin,Germany,Satish Dhawan Space Center,PSLV C7,www.satellitedebris.net 12/12,NaN,1.705186679
LatinSat A,Argentina,Aprize Satellites Argentina,Commercial,Communications,LEO,Intermediate,610,668,0.00414,97.5,NaN,12,NaN,37610,NaN,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr LV,www.satellitedebris.net 12/12,NaN,1.127482697
LatinSat B,Argentina,Aprize Satellites Argentina,Commercial,Communications,LEO,Intermediate,603,717,0.00811,97.9,NaN,12,NaN,37610,NaN,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr LV,www.satellitedebris.net 12/12,NaN,1.127482697
"Leasat 5 (Syncom IV-5, Leased Satellite F5)",USA/Australia,US DoD/Royal Australian Navy/Panamsat (owner),Military,Communications,GEO,NaN,35760,35812,0.00062,1436.1,3400,1388,1200,32882,10,Hughes,USA,Kennedy Space Center,Space Shuttle (STS 32R),JM/12_08,1.746725515,0.139102741
Lotos-S (Cosmos 2455),Russia,Ministry of Defense,Military,Reconnaissance,LEO,Sun-Synchronous,900,911,0.00076,103.1,5000,NaN,NaN,40137,NaN,TsSKB-Progress Samara Space Center and KB Arsenal,Russia,Plesetsk Cosmodrome,Soyuz U,www.satellitedebris.net 12/12,NaN,1.172861257
Luch 5A,Russia,Russian Federal Space Agency,Government,Communications,GEO,NaN,35778,35793,0.00018,1436.8,950,NaN,NaN,40888,NaN,ISS Reshetnev/Thales Alenia Space,Russia/France,Baikonur Cosmodrome,Proton M,JM/1_12,NaN,0.084648469
Luch 5B,Russia,Russian Federal Space Agency,Government,Communications,GEO,NaN,35772,35801,0.00034,1436.09,1282,950,NaN,41215,NaN,OAOÊISS,Russia,Baikonur Cosmodrome,Proton M,SC - ASCR,-0.27925268,0.003839724
Maroc Tubsat,Morocco/Germany,CTRS Morocco/Institut fr Luft-und Raumfahrttechnik (Berlin),Government,Technology Development,LEO,Sun-Synchronous,984,1014,0.00204,105.1,47,NaN,56,37235,0.5,CRTS Morocco/Institut fr Luft-und Raumfahrttechnik,Morocco/Germany,Baikonur Cosmodrome,Zenit,www.satellitedebris.net 12/12,NaN,1.731366618
MaSat 1  (Magyar Satellite/Oscar 72),Hungary,Budapest University of Technology and Economics,Civil,Technology Development,LEO,NaN,305,1297,0.06917,100.9,1,NaN,NaN,40952,NaN,Budapest University of Technology and Economics,Hungary,Guiana Space Center,Vega,www.satellitedebris.net 12/12,NaN,1.21300383
M-Cubed/E1P-U2 (Michigan Multipurpose Minisat  Explorer 1 Prime - Unit 2 -  HRBE [William A. Hiscock Radiation Belt Explorer]),USA,University of Michigan/Montana University,Civil,Technology Development,LEO,NaN,457,816,0.02562,97.45,2,NaN,NaN,40844,NaN,University of Michigan/Montana University/Montana Space Grant Consortium,USA,Vandenberg AFB,Delta 7920,SC - ASCR,NaN,1.774999849
MCubed-2 (Michigan Multipurpose MinisatelliteÊ2),USA,University of Michigan Exploratory Lab,Civil,Technology Development,LEO,NaN,443,886,0.03149,98,1,NaN,NaN,41614,NaN,University of Michigan,USA,Vandenberg AFB,Atlas 5,ZARYA estimated,NaN,2.09963109
Measat 2 (Malaysia East Asia Sat 2),Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,GEO,NaN,35782,35791,0.00011,1436.12,1450,650,1200,35383,11.5,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,JM/12_08,2.583087293,0.019024089
